game,date,age,team,opp,result,mp,playoffs mp,fg,playoffs fg,fga,fgp,three,playoffs 3,threeatt,threep,playoffs 3p,ft,playoffs ft,fta,ftp,orb,playoffs orb,drb,playoffs drb,trb,playoffs trb,ast,stl,blk,tov,playoffs tov,pts,playoffs pts,game_score,plus_minus
1,10/26/1984,21-252,CHI,WSB,W (+16),40,40,5,12,16,0.313,0,0,0,,0,6,7,7,0.857,1,0,5,5,6,5,7,2,4,5,6,16,31,12.5,
2,10/27/1984,21-253,CHI,MIL,L (-2),34,44,8,10,13,0.615,0,0,0,,0,5,10,5,1,3,3,2,2,5,5,5,2,1,3,7,21,30,19.4,
3,10/29/1984,21-255,CHI,MIL,W (+6),34,39,13,18,24,0.542,0,1,0,,1,11,7,13,0.846,2,2,2,5,4,7,5,6,2,3,5,37,44,32.9,
4,10/30/1984,21-256,CHI,KCK,W (+5),36,43,8,14,21,0.381,0,0,0,,0,9,22,9,1,2,0,2,3,4,3,5,3,1,6,1,25,50,14.7,
5,11/1/1984,21-258,CHI,DEN,L (-16),33,44,7,17,15,0.467,0,1,0,,1,3,9,4,0.75,3,3,2,6,5,9,5,1,1,2,2,17,44,13.2,
6,11/7/1984,21-264,CHI,DET,W (+4),27,46,9,11,19,0.474,0,1,0,,0.5,7,11,9,0.778,1,2,3,8,4,10,3,3,1,5,6,25,34,14.9,
7,11/8/1984,21-265,CHI,NYK,W (+15),33,42,15,19,22,0.682,0,4,0,,0.364,3,7,4,0.75,4,2,4,3,8,5,5,3,2,5,5,33,49,29.3,
8,11/10/1984,21-267,CHI,IND,W (+2),42,42,9,14,22,0.409,0,0,0,,0,9,10,12,0.75,2,4,7,15,9,19,4,2,5,3,4,27,38,21.2,
9,11/13/1984,21-270,CHI,SAS,W (+3),43,38,18,6,27,0.667,1,0,1,1,0,8,10,11,0.727,2,0,8,3,10,3,4,3,2,4,6,45,22,37.5,
10,11/15/1984,21-272,CHI,BOS,L (-20),33,39,12,10,24,0.5,0,2,1,0,1,3,13,3,1,0,2,2,1,2,3,2,2,1,1,3,27,35,17.1,
11,11/17/1984,21-274,CHI,PHI,L (-9),44,46,4,11,17,0.235,0,0,0,,0,8,11,8,1,0,0,5,7,5,7,7,5,2,4,1,16,33,12.5,
12,11/19/1984,21-276,CHI,IND,L (-17),39,37,11,11,26,0.423,0,1,3,0,0.5,12,6,16,0.75,2,0,3,8,5,8,2,2,1,3,2,34,29,20.8,
13,11/21/1984,21-278,CHI,MIL,L (-10),42,40,11,14,22,0.5,0,1,0,,1,13,7,14,0.929,4,2,9,6,13,8,2,2,2,6,4,35,36,26.7,
14,11/23/1984,21-280,CHI,SEA,W (+19),30,44,9,15,13,0.692,0,1,0,,0.333,5,4,6,0.833,0,2,4,3,4,5,3,4,1,4,5,23,35,19.5,
15,11/24/1984,21-281,CHI,POR,L (-10),41,39,10,13,24,0.417,0,0,1,0,0,10,11,10,1,3,0,3,3,6,3,8,3,1,4,0,30,37,23.9,
16,11/27/1984,21-284,CHI,GSW,L (-6),24,44,6,10,10,0.6,0,0,0,,0,1,9,1,1,0,1,2,7,2,8,3,3,2,4,3,13,29,11.1,
17,11/29/1984,21-286,CHI,PHO,L (-5),30,34,9,16,17,0.529,1,6,1,1,0.6,3,1,4,0.75,1,2,2,1,3,3,2,2,0,2,1,22,39,14,
18,11/30/1984,21-287,CHI,LAC,W (+4),37,50,9,16,15,0.6,0,0,0,,0,2,7,4,0.5,2,1,3,4,5,5,5,3,0,4,5,20,39,15.5,
19,12/2/1984,21-289,CHI,LAL,W (+1),42,41,7,11,13,0.538,0,0,0,,0,6,4,8,0.75,2,2,0,5,2,7,3,1,1,4,5,20,26,12.9,
20,12/4/1984,21-291,CHI,NJN,W (+15),35,45,7,9,13,0.538,0,0,0,,0,6,10,6,1,1,1,2,3,3,4,6,1,0,3,4,20,28,16,
21,12/7/1984,21-294,CHI,NYK,W (+2),43,44,8,15,16,0.5,0,3,1,0,0.429,5,12,7,0.714,1,0,1,1,2,1,3,2,0,6,1,21,45,9.3,
22,12/8/1984,21-295,CHI,DAL,W (+2),35,44,10,15,23,0.435,0,3,0,,0.429,0,12,0,,4,0,3,1,7,1,2,0,2,2,1,20,45,11.2,
23,12/11/1984,21-298,CHI,DET,L (-7),37,44,13,15,28,0.464,0,3,1,0,0.429,1,12,3,0.333,1,0,7,1,8,1,6,2,0,3,1,27,45,16.2,
24,12/12/1984,21-299,CHI,DET,L (-7),30,44,6,15,17,0.353,0,3,2,0,0.429,9,12,10,0.9,0,0,1,1,1,1,2,2,1,1,1,21,45,12.5,
25,12/14/1984,21-301,CHI,NJN,L (-2),44,44,12,15,25,0.48,0,3,0,,0.429,10,12,10,1,2,0,6,1,8,1,8,1,0,0,1,34,45,29.5,
26,12/15/1984,21-302,CHI,PHI,L (-12),27,44,7,15,16,0.438,0,3,0,,0.429,0,12,0,,1,0,1,1,2,1,2,1,0,1,1,14,45,7.2,
27,12/18/1984,21-305,CHI,HOU,L (-8),45,44,8,15,20,0.4,0,3,1,0,0.429,2,12,4,0.5,1,0,2,1,3,1,8,3,0,1,1,18,45,14.5,
28,12/20/1984,21-307,CHI,ATL,W (+3),41,44,12,15,22,0.545,0,3,0,,0.429,10,12,16,0.625,4,0,4,1,8,1,7,5,1,7,1,34,45,26.6,
29,12/22/1984,21-309,CHI,BOS,W (+25),35,44,12,15,18,0.667,0,3,0,,0.429,8,12,8,1,1,0,11,1,12,1,8,0,3,3,1,32,45,31.7,
30,12/27/1984,21-314,CHI,CLE,W (+4),44,44,20,15,33,0.606,0,3,1,0,0.429,5,12,5,1,2,0,5,1,7,1,11,3,0,3,1,45,45,40.1,
31,12/29/1984,21-316,CHI,ATL,L (-3),39,44,7,15,18,0.389,0,3,0,,0.429,7,12,9,0.778,1,0,3,1,4,1,5,0,0,3,1,21,45,10.1,
32,1/2/1985,21-320,CHI,ATL,L (-14),34,44,10,15,14,0.714,0,3,0,,0.429,5,12,6,0.833,1,0,6,1,7,1,4,3,0,4,1,25,45,22.3,
33,1/4/1985,21-322,CHI,MIL,W (+5),38,44,9,15,16,0.563,0,3,1,0,0.429,4,12,5,0.8,0,0,2,1,2,1,6,3,0,0,1,22,45,20.2,
34,1/5/1985,21-323,CHI,NYK,L (-6),42,44,16,15,25,0.64,0,3,0,,0.429,10,12,11,0.909,4,0,3,1,7,1,4,2,1,3,1,42,45,35.5,
35,1/9/1985,21-327,CHI,BOS,L (-3),42,44,12,15,24,0.5,0,3,0,,0.429,12,12,13,0.923,4,0,2,1,6,1,6,2,1,4,1,36,45,28.3,
36,1/11/1985,21-329,CHI,NYK,W (+16),30,44,8,15,14,0.571,0,3,0,,0.429,7,12,7,1,2,0,4,1,6,1,5,2,0,5,1,23,45,18.3,
37,1/12/1985,21-330,CHI,CLE,L (-3),36,44,10,15,21,0.476,0,3,1,0,0.429,4,12,6,0.667,4,0,8,1,12,1,3,1,0,3,1,24,45,15.8,
38,1/14/1985,21-332,CHI,DEN,W (+9),43,44,11,15,16,0.688,0,3,0,,0.429,13,12,15,0.867,2,0,12,1,14,1,15,3,1,6,1,35,45,39.4,
39,1/16/1985,21-334,CHI,NJN,L (-6),44,44,8,15,17,0.471,0,3,1,0,0.429,11,12,12,0.917,1,0,6,1,7,1,7,2,0,6,1,27,45,20.1,
40,1/17/1985,21-335,CHI,CLE,W (+5),40,44,8,15,20,0.4,0,3,0,,0.429,9,12,12,0.75,0,0,4,1,4,1,6,2,2,3,1,25,45,17.2,
41,1/19/1985,21-337,CHI,IND,L (-3),41,44,15,15,27,0.556,2,3,4,0.5,0.429,6,12,8,0.75,2,0,10,1,12,1,7,3,2,2,1,38,45,34,
42,1/22/1985,21-340,CHI,POR,W (+8),39,44,11,15,20,0.55,0,3,1,0,0.429,7,12,7,1,1,0,11,1,12,1,5,2,0,4,1,29,45,23.3,
43,1/25/1985,21-343,CHI,SEA,W (+17),37,44,6,15,15,0.4,0,3,1,0,0.429,10,12,10,1,2,0,2,1,4,1,8,4,2,1,1,22,45,24.7,
44,1/26/1985,21-344,CHI,ATL,W (+13),43,44,17,15,24,0.708,0,3,0,,0.429,11,12,11,1,1,0,7,1,8,1,10,0,4,5,1,45,45,41.4,
45,1/29/1985,21-347,CHI,KCK,W (+6),38,44,11,15,17,0.647,0,3,0,,0.429,4,12,6,0.667,0,0,7,1,7,1,7,3,0,1,1,26,45,25.5,
46,1/30/1985,21-348,CHI,WSB,L (-11),41,44,12,15,19,0.632,0,3,0,,0.429,14,12,15,0.933,0,0,7,1,7,1,8,4,0,4,1,38,45,35.6,
47,2/1/1985,21-350,CHI,PHI,L (-11),37,44,9,15,16,0.563,0,3,2,0,0.429,13,12,14,0.929,0,0,6,1,6,1,5,2,0,3,1,31,45,25.3,
48,2/5/1985,21-354,CHI,BOS,L (-4),45,44,14,15,25,0.56,0,3,1,0,0.429,13,12,14,0.929,4,0,8,1,12,1,7,4,1,1,1,41,45,40.1,
49,2/7/1985,21-356,CHI,CLE,L (-9),38,44,8,15,17,0.471,0,3,0,,0.429,7,12,8,0.875,3,0,1,1,4,1,7,4,0,7,1,23,45,15.8,
50,2/12/1985,21-361,CHI,DET,W (+13),45,44,19,15,31,0.613,0,3,0,,0.429,11,12,13,0.846,7,0,8,1,15,1,5,4,0,6,1,49,45,40.9,
51,2/15/1985,21-364,CHI,IND,L (-18),37,44,8,15,20,0.4,0,3,1,0,0.429,1,12,2,0.5,1,0,6,1,7,1,6,0,2,4,1,17,45,9.5,
52,2/17/1985,22-000,CHI,MIL,L (-20),34,44,9,15,15,0.6,0,3,0,,0.429,8,12,8,1,2,0,1,1,3,1,3,2,1,5,1,26,45,20.2,
53,2/19/1985,22-002,CHI,LAL,L (-10),30,44,6,15,13,0.462,0,3,2,0,0.429,4,12,5,0.8,4,0,2,1,6,1,8,0,0,3,1,16,45,12.9,
54,2/22/1985,22-005,CHI,BOS,L (-10),42,44,8,15,18,0.444,0,3,0,,0.429,10,12,12,0.833,1,0,3,1,4,1,7,3,0,3,1,26,45,21.1,
55,2/23/1985,22-006,CHI,GSW,W (+15),32,44,15,15,20,0.75,0,3,0,,0.429,8,12,8,1,1,0,4,1,5,1,5,3,0,0,1,38,45,36.8,
56,2/26/1985,22-009,CHI,CLE,L (-5),48,44,12,15,27,0.444,0,3,1,0,0.429,4,12,4,1,3,0,6,1,9,1,5,0,0,1,1,28,45,18.7,
57,2/27/1985,22-010,CHI,DET,L (-9),35,44,8,15,17,0.471,0,3,1,0,0.429,8,12,9,0.889,1,0,5,1,6,1,2,4,1,4,1,24,45,18,
58,3/1/1985,22-012,CHI,NYK,W (+5),38,44,6,15,15,0.4,0,3,0,,0.429,9,12,12,0.75,2,0,8,1,10,1,10,3,0,7,1,21,45,17.7,
59,3/3/1985,22-014,CHI,NJN,L (-4),41,44,13,15,21,0.619,0,3,0,,0.429,11,12,12,0.917,6,0,8,1,14,1,5,3,1,3,1,37,45,37.1,
60,3/5/1985,22-016,CHI,WSB,W (+5),44,44,12,15,23,0.522,0,3,0,,0.429,13,12,17,0.765,2,0,7,1,9,1,8,2,1,2,1,37,45,32.7,
61,3/6/1985,22-017,CHI,BOS,W (+3),42,44,13,15,28,0.464,0,3,0,,0.429,7,12,7,1,2,0,5,1,7,1,3,5,2,5,1,33,45,24.2,
62,3/8/1985,22-019,CHI,LAC,W (+16),28,44,7,15,13,0.538,1,3,2,0.5,0.429,11,12,14,0.786,2,0,6,1,8,1,7,0,1,1,1,26,45,25.1,
63,3/9/1985,22-020,CHI,UTA,L (-6),38,44,9,15,21,0.429,1,3,1,1,0.429,9,12,16,0.563,2,0,4,1,6,1,4,5,0,6,1,28,45,16.5,
64,3/11/1985,22-022,CHI,WSB,L (-7),34,44,6,15,14,0.429,0,3,0,,0.429,9,12,10,0.9,1,0,3,1,4,1,4,0,0,4,1,21,45,12.8,
65,3/12/1985,22-023,CHI,DET,W (+1),39,44,11,15,24,0.458,0,3,1,0,0.429,10,12,11,0.909,3,0,5,1,8,1,4,1,0,5,1,32,45,20.8,
66,3/14/1985,22-025,CHI,NYK,L (-9),34,44,5,15,18,0.278,0,3,0,,0.429,6,12,11,0.545,1,0,2,1,3,1,8,1,0,1,1,16,45,9.1,
67,3/15/1985,22-026,CHI,PHO,W (+6),42,44,11,15,15,0.733,0,3,0,,0.429,5,12,6,0.833,1,0,8,1,9,1,14,2,2,6,1,27,45,29.6,
68,3/17/1985,22-028,CHI,MIL,W (+2),48,44,11,15,25,0.44,0,3,3,0,0.429,10,12,13,0.769,6,0,5,1,11,1,16,1,1,3,1,32,45,31.3,
69,3/19/1985,22-030,CHI,HOU,L (-6),42,44,11,15,22,0.5,0,3,0,,0.429,9,12,10,0.9,2,0,2,1,4,1,7,2,1,7,1,31,45,21,
70,3/20/1985,22-031,CHI,SAS,L (-8),43,44,14,15,23,0.609,0,3,1,0,0.429,10,12,12,0.833,3,0,4,1,7,1,4,3,0,2,1,38,45,31.8,
71,3/23/1985,22-034,CHI,DAL,W (+10),43,44,5,15,17,0.294,0,3,0,,0.429,10,12,10,1,3,0,6,1,9,1,10,2,1,1,1,20,45,22.3,
72,3/24/1985,22-035,CHI,UTA,L (-18),35,44,9,15,24,0.375,0,3,0,,0.429,8,12,11,0.727,3,0,6,1,9,1,6,4,2,3,1,26,45,21.3,
73,3/26/1985,22-037,CHI,IND,W (+1),40,44,13,15,24,0.542,0,3,1,0,0.429,12,12,13,0.923,4,0,5,1,9,1,5,3,0,3,1,38,45,31.8,
74,3/28/1985,22-039,CHI,CLE,L (-8),41,44,11,15,25,0.44,1,3,3,0.333,0.429,12,12,14,0.857,4,0,4,1,8,1,10,2,0,2,1,35,45,30.5,
75,3/30/1985,22-041,CHI,PHI,L (-5),42,44,13,15,19,0.684,1,3,1,1,0.429,11,12,13,0.846,2,0,3,1,5,1,6,1,0,3,1,38,45,33.2,
76,4/2/1985,22-044,CHI,NJN,W (+14),44,44,12,15,19,0.632,0,3,0,,0.429,7,12,8,0.875,5,0,3,1,8,1,9,3,0,7,1,31,45,28.4,
77,4/3/1985,22-045,CHI,WSB,W (+9),40,44,12,15,19,0.632,0,3,1,0,0.429,1,12,3,0.333,1,0,5,1,6,1,3,4,0,2,1,25,45,20,
78,4/5/1985,22-047,CHI,PHI,L (-3),38,44,13,15,21,0.619,0,3,1,0,0.429,14,12,15,0.933,0,0,1,1,1,1,5,3,0,2,1,40,45,32.5,
79,4/6/1985,22-048,CHI,ATL,W (+3),43,44,12,15,18,0.667,0,3,0,,0.429,9,12,9,1,2,0,5,1,7,1,4,3,2,7,1,33,45,26.7,
80,4/8/1985,22-050,CHI,IND,L (-4),39,44,6,15,20,0.3,0,3,1,0,0.429,10,12,14,0.714,2,0,6,1,8,1,5,3,0,5,1,22,45,12.7,
81,4/12/1985,22-054,CHI,ATL,L (-11),36,44,11,15,16,0.688,0,3,1,0,0.429,6,12,7,0.857,2,0,1,1,3,1,6,5,0,7,1,28,45,23.5,
82,4/13/1985,22-055,CHI,NJN,L (-12),40,44,9,15,24,0.375,1,3,5,0.2,0.429,10,12,11,0.909,2,0,0,1,2,1,9,1,0,4,1,29,45,18.9,
1,10/25/1985,22-250,CHI,CLE,W (+1),39,40,13,12,26,0.5,0,0,0,,0,3,7,4,0.75,3,0,3,5,6,5,3,3,0,3,6,29,31,18.7,
2,10/26/1985,22-251,CHI,DET,W (+3),41,44,9,10,24,0.375,0,0,0,,0,15,10,16,0.938,2,3,5,2,7,5,6,2,3,6,7,33,30,22.6,
3,10/29/1985,22-254,CHI,GSW,W (+6),18,39,6,18,10,0.6,0,1,0,,1,0,7,0,,0,2,2,5,2,7,2,0,0,1,5,12,44,8,
4,3/15/1986,23-026,CHI,MIL,L (-9),13,43,4,14,7,0.571,0,0,0,,0,4,22,7,0.571,0,0,1,3,1,3,2,1,0,1,1,12,50,8.4,
5,3/17/1986,23-028,CHI,ATL,L (-10),14,44,4,17,16,0.25,0,1,1,0,1,9,9,10,0.9,3,3,1,6,4,9,1,7,1,1,2,17,44,16.8,
6,3/19/1986,23-030,CHI,PHI,L (-6),15,46,4,11,14,0.286,0,1,2,0,0.5,4,11,6,0.667,4,2,0,8,4,10,3,2,2,1,6,12,34,9.9,
7,3/21/1986,23-032,CHI,BOS,L (-21),16,42,7,19,16,0.438,0,4,1,0,0.364,6,7,7,0.857,2,2,0,3,2,5,1,0,1,1,5,20,49,11.8,
8,3/22/1986,23-033,CHI,CLE,L (-26),16,42,4,14,13,0.308,0,0,0,,0,0,10,1,0,1,4,0,15,1,19,1,0,0,1,4,8,38,-0.3,
9,3/25/1986,23-036,CHI,NYK,W (+13),19,38,5,6,12,0.417,0,0,1,0,0,9,10,9,1,1,0,2,3,3,3,3,1,0,2,6,19,22,13.8,
10,3/28/1986,23-039,CHI,NJN,L (-11),22,39,9,10,15,0.6,0,2,0,,1,4,13,6,0.667,0,2,1,1,1,3,3,5,0,3,3,22,35,17.1,
11,3/29/1986,23-040,CHI,NYK,W (+10),23,46,10,11,17,0.588,0,0,1,0,0,4,11,6,0.667,1,0,0,7,1,7,1,1,3,4,1,24,33,15,
12,4/1/1986,23-043,CHI,MIL,L (-9),26,37,8,11,16,0.5,0,1,1,0,0.5,12,6,12,1,1,0,4,8,5,8,2,1,3,1,2,28,29,24.6,
13,4/3/1986,23-045,CHI,IND,W (+1),28,40,12,14,19,0.632,0,1,0,,1,2,7,4,0.5,1,2,4,6,5,8,3,3,2,3,4,26,36,21.7,
14,4/5/1986,23-047,CHI,ATL,W (+5),31,44,10,15,21,0.476,2,1,3,0.667,0.333,8,4,9,0.889,1,2,2,3,3,5,3,1,1,4,5,30,35,19.6,
15,4/7/1986,23-049,CHI,MIL,W (+6),31,39,10,13,18,0.556,1,0,3,0.333,0,5,11,5,1,1,0,4,3,5,3,7,1,3,2,0,26,37,24.1,
16,4/8/1986,23-050,CHI,ATL,L (-13),33,44,12,10,25,0.48,0,0,2,0,0,6,9,6,1,1,1,5,7,6,8,6,2,1,7,3,30,29,18.6,
17,4/11/1986,23-053,CHI,WSB,W (+2),37,34,12,16,36,0.333,0,6,1,0,0.6,7,1,10,0.7,1,2,4,1,5,3,2,3,1,2,1,31,39,12.4,
18,4/13/1986,23-055,CHI,CLE,L (-7),29,50,11,16,23,0.478,0,0,2,0,0,7,7,7,1,0,1,3,4,3,5,4,4,0,2,5,29,39,21.4,
1,11/1/1986,23-257,CHI,NYK,W (+5),41,40,15,12,31,0.484,0,0,0,,0,20,7,22,0.909,2,0,4,5,6,5,3,4,3,6,6,50,31,37.5,
2,11/2/1986,23-258,CHI,CLE,W (+5),39,44,16,10,31,0.516,0,0,0,,0,9,10,12,0.75,6,3,2,2,8,5,2,0,4,3,7,41,30,29.3,
3,11/4/1986,23-260,CHI,SAS,W (+7),44,39,14,18,31,0.452,0,1,1,0,1,6,7,13,0.462,3,2,5,5,8,7,5,4,2,6,5,34,44,20.8,
4,11/7/1986,23-263,CHI,DET,L (-6),42,43,11,14,26,0.423,0,0,1,0,0,11,22,15,0.733,0,0,0,3,0,3,5,1,1,3,1,33,50,18.2,
5,11/8/1986,23-264,CHI,PHO,W (+5),39,44,17,17,27,0.63,0,1,0,,1,5,9,5,1,3,3,3,6,6,9,3,5,0,3,2,39,44,33.2,
6,11/11/1986,23-267,CHI,ATL,W (+2),39,46,14,11,32,0.438,0,1,0,,0.5,6,11,6,1,4,2,1,8,5,10,3,1,3,5,6,34,34,18.9,
7,11/12/1986,23-268,CHI,WSB,L (-2),39,42,9,19,25,0.36,0,4,1,0,0.364,10,7,12,0.833,0,2,4,3,4,5,4,3,1,4,5,28,49,15.4,
8,11/14/1986,23-270,CHI,BOS,L (-12),41,42,17,14,33,0.515,1,0,1,1,0,13,10,14,0.929,2,4,3,15,5,19,1,2,1,0,4,48,38,35.8,
9,11/21/1986,23-277,CHI,NYK,W (+2),40,38,14,6,26,0.538,0,0,0,,0,12,10,15,0.8,1,0,5,3,6,3,4,3,2,2,6,40,22,32.8,
10,11/22/1986,23-278,CHI,WSB,W (+9),39,39,10,10,26,0.385,0,2,0,,1,2,13,3,0.667,2,2,7,1,9,3,4,3,1,3,3,22,35,13.2,
11,11/26/1986,23-282,CHI,DEN,L (-2),41,46,13,11,31,0.419,0,0,0,,0,11,11,14,0.786,2,0,7,7,9,7,3,1,3,2,1,37,33,24,
12,11/28/1986,23-284,CHI,LAL,L (-7),45,37,19,11,43,0.442,0,1,1,0,0.5,3,6,4,0.75,8,0,2,8,10,8,3,1,1,3,2,41,29,23.5,
13,11/29/1986,23-285,CHI,GSW,L (-7),42,40,11,14,30,0.367,0,1,1,0,1,18,7,19,0.947,3,2,2,6,5,8,6,4,0,2,4,40,36,30.7,
14,12/2/1986,23-288,CHI,SEA,W (+6),48,44,13,15,30,0.433,0,1,0,,0.333,14,4,15,0.933,5,2,4,3,9,5,6,3,6,4,5,40,35,34.7,
15,12/3/1986,23-289,CHI,UTA,L (-5),40,39,17,13,33,0.515,0,0,2,0,0,11,11,13,0.846,0,0,3,3,3,3,3,6,1,2,0,45,37,34.4,
16,12/5/1986,23-291,CHI,PHO,L (-2),41,44,15,10,37,0.405,0,0,0,,0,13,9,17,0.765,2,1,2,7,4,8,2,3,1,1,3,43,29,27.2,
17,12/6/1986,23-292,CHI,SAS,L (-9),44,34,18,16,38,0.474,0,6,2,0,0.6,7,1,7,1,5,2,0,1,5,3,3,1,1,2,1,43,39,27.3,
18,12/9/1986,23-295,CHI,DEN,W (+6),42,50,16,16,30,0.533,0,0,0,,0,8,7,9,0.889,2,1,4,4,6,5,6,3,4,3,5,40,39,33.4,
19,12/10/1986,23-296,CHI,ATL,L (-28),39,41,15,11,25,0.6,0,0,0,,0,11,4,12,0.917,2,2,2,5,4,7,4,3,0,3,5,41,26,32.7,
20,12/12/1986,23-298,CHI,MIL,W (+13),39,45,16,9,24,0.667,0,0,0,,0,9,10,11,0.818,0,1,5,3,5,4,3,2,0,2,4,41,28,31.4,
21,12/13/1986,23-299,CHI,MIL,L (-23),31,44,3,15,17,0.176,0,3,0,,0.429,5,12,8,0.625,0,0,4,1,4,1,2,0,1,2,1,11,45,-0.4,
22,12/16/1986,23-302,CHI,NJN,W (+1),37,44,13,15,29,0.448,0,3,1,0,0.429,15,12,18,0.833,2,0,3,1,5,1,1,0,0,4,1,41,45,21.7,
23,12/18/1986,23-304,CHI,IND,W (+9),39,44,15,15,27,0.556,0,3,0,,0.429,11,12,12,0.917,2,0,1,1,3,1,6,0,1,2,1,41,45,31.5,
24,12/20/1986,23-306,CHI,UTA,L (-2),38,44,10,15,26,0.385,0,3,0,,0.429,7,12,8,0.875,0,0,4,1,4,1,7,2,4,5,1,27,45,17.1,
25,12/23/1986,23-309,CHI,CLE,W (+16),35,44,18,15,33,0.545,0,3,1,0,0.429,7,12,7,1,4,0,1,1,5,1,6,2,0,3,1,43,45,32.6,
26,12/25/1986,23-311,CHI,NYK,L (-1),41,44,10,15,28,0.357,0,3,0,,0.429,10,12,12,0.833,1,0,2,1,3,1,5,6,2,6,1,30,45,19.4,
27,12/27/1986,23-313,CHI,IND,W (+12),36,44,20,15,29,0.69,0,3,0,,0.429,4,12,4,1,2,0,2,1,4,1,3,0,2,4,1,44,45,32.8,
28,12/30/1986,23-316,CHI,GSW,L (-3),40,44,12,15,27,0.444,2,3,3,0.667,0.429,5,12,7,0.714,1,0,4,1,5,1,3,4,0,2,1,31,45,20.5,
29,1/2/1987,23-319,CHI,BOS,L (-14),40,44,13,15,31,0.419,0,3,1,0,0.429,8,12,10,0.8,6,0,2,1,8,1,3,1,0,2,1,34,45,21.8,
30,1/3/1987,23-320,CHI,DET,W (+5),38,44,16,15,35,0.457,0,3,2,0,0.429,15,12,17,0.882,1,0,3,1,4,1,2,1,0,1,1,47,45,29.5,
31,1/6/1987,23-323,CHI,CLE,W (+4),38,44,13,15,23,0.565,0,3,0,,0.429,1,12,3,0.333,0,0,2,1,2,1,3,2,0,3,1,27,45,15,
32,1/8/1987,23-325,CHI,POR,W (+4),43,44,20,15,34,0.588,0,3,0,,0.429,13,12,16,0.813,3,0,1,1,4,1,5,3,2,3,1,53,45,42.1,
33,1/10/1987,23-327,CHI,NJN,W (+10),36,44,8,15,24,0.333,0,3,0,,0.429,15,12,15,1,1,0,6,1,7,1,5,2,1,4,1,31,45,20.9,
34,1/15/1987,23-332,CHI,HOU,L (-11),43,44,17,15,43,0.395,1,3,4,0.25,0.429,8,12,9,0.889,1,0,2,1,3,1,3,2,1,2,1,43,45,22.6,
35,1/17/1987,23-334,CHI,PHI,W (+16),44,44,17,15,34,0.5,0,3,0,,0.429,13,12,14,0.929,5,0,5,1,10,1,6,4,1,4,1,47,45,38.7,
36,1/19/1987,23-336,CHI,IND,L (-14),41,44,11,15,25,0.44,1,3,1,1,0.429,9,12,11,0.818,4,0,2,1,6,1,3,0,0,5,1,32,45,16.6,
37,1/20/1987,23-337,CHI,MIL,W (+13),39,44,11,15,22,0.5,0,3,0,,0.429,9,12,10,0.9,2,0,5,1,7,1,2,2,1,3,1,31,45,22.8,
38,1/23/1987,23-340,CHI,CLE,W (+21),37,44,14,15,28,0.5,1,3,1,1,0.429,6,12,6,1,1,0,1,1,2,1,2,3,0,3,1,35,45,23,
39,1/24/1987,23-341,CHI,CLE,L (-30),27,44,11,15,20,0.55,0,3,0,,0.429,5,12,6,0.833,0,0,0,1,0,1,1,1,0,1,1,27,45,16.1,
40,1/27/1987,23-344,CHI,BOS,L (-8),40,44,13,15,34,0.382,0,3,2,0,0.429,4,12,6,0.667,1,0,4,1,5,1,6,2,0,5,1,30,45,12.9,
41,1/28/1987,23-345,CHI,BOS,L (-29),37,44,11,15,23,0.478,0,3,2,0,0.429,5,12,8,0.625,1,0,3,1,4,1,4,1,1,6,1,27,45,13,
42,1/30/1987,23-347,CHI,PHI,L (-9),41,44,19,15,35,0.543,0,3,4,0,0.429,11,12,12,0.917,1,0,1,1,2,1,5,3,2,4,1,49,45,35,
43,2/1/1987,23-349,CHI,DET,L (-2),44,44,14,15,39,0.359,1,3,5,0.2,0.429,9,12,9,1,4,0,1,1,5,1,5,5,0,2,1,38,45,23.9,
44,2/3/1987,23-351,CHI,WSB,W (+7),43,44,12,15,28,0.429,0,3,1,0,0.429,8,12,9,0.889,3,0,3,1,6,1,6,0,2,5,1,32,45,19.2,
45,2/5/1987,23-353,CHI,MIL,L (-15),44,44,12,15,24,0.5,0,3,0,,0.429,12,12,13,0.923,2,0,5,1,7,1,5,2,2,3,1,36,45,29.6,
46,2/10/1987,23-358,CHI,PHI,W (+5),41,44,11,15,22,0.5,0,3,0,,0.429,7,12,9,0.778,2,0,1,1,3,1,4,3,1,4,1,29,45,19.8,
47,2/13/1987,23-361,CHI,SEA,W (+8),41,44,14,15,28,0.5,0,3,0,,0.429,17,12,19,0.895,0,0,3,1,3,1,6,2,2,1,1,45,45,36.5,
48,2/14/1987,23-362,CHI,NYK,W (+4),37,44,15,15,24,0.625,0,3,1,0,0.429,3,12,5,0.6,0,0,2,1,2,1,8,3,3,2,1,33,45,29.9,
49,2/16/1987,23-364,CHI,SAC,L (-4),48,44,13,15,30,0.433,0,3,1,0,0.429,17,12,18,0.944,1,0,6,1,7,1,6,5,4,7,1,43,45,32.3,
50,2/20/1987,24-003,CHI,LAL,L (-10),40,44,11,15,27,0.407,0,3,0,,0.429,11,12,12,0.917,2,0,0,1,2,1,5,5,2,2,1,33,45,25.8,
51,2/22/1987,24-005,CHI,CLE,W (+4),39,44,16,15,29,0.552,0,3,0,,0.429,11,12,15,0.733,2,0,2,1,4,1,6,8,5,4,1,43,45,40.8,
